heavy_atom_idx,num_H,heavy_atomic_num,heavy_degree,heavy_hybridization,heavy_in_ring,heavy_is_aromatic,heavy_formal_charge,heavy_partial_charge,num_heavy_neighbors,neighbor_atomic_nums,num_H_neighbors,neighbor_H_counts_per_atom,num_couplable_H_neighbors,distance_to_nearest_non_equivalent_H,in_symmetric_env,H_coupling_type,is_in_CH3,is_in_CH2,is_terminal_CH,ppm,nb_atoms,multiplicity,couplings
11,2,6,4,SP3,0,0,0,0.05378600248129417,2,"7,6",2,"0,1",6,1,45,none,0,0,0,3.767,1.0,d,[4.936]
12,1,6,4,SP3,1,0,0,0.07561893883332425,3,"6,6,8",1,"2,2,0",4,1,47,none,0,0,0,4.204,1.0,ddt,"[7.7, 6.9, 4.936]"
13,2,6,4,SP3,1,0,0,-0.02277322987320742,2,"6,6",2,"1,2",4,1,46,none,0,0,0,1.847,1.0,dddd,"[11.533, 8.06, 6.9, 4.26]"
14,2,6,4,SP3,1,0,0,-0.02705201558757368,2,"6,6",2,"2,2",3,1,44,none,0,0,0,1.874,1.0,ddddd,"[14.519, 8.06, 6.89, 4.26, 1.73]"
15,2,6,4,SP3,1,0,0,0.04712146916558702,2,"6,8",2,"2,0",5,1,42,none,0,0,0,3.895,1.0,ddd,"[8.653, 6.86, 1.73]"
22,1,6,3,SP2,1,0,0,0.014031811279055314,2,"7,6",1,"0,1",2,1,34,none,0,0,0,8.014,1.0,d,[11.774]
23,1,6,3,SP2,1,0,0,-0.045227945797966296,2,"6,6",1,"1,1",1,1,32,none,0,0,0,7.15,1.0,dd,"[11.774, 1.918]"
24,1,6,3,SP2,1,0,0,-0.05709757803755149,2,"6,6",1,"1,1",1,1,31,none,0,0,0,7.845,1.0,dd,"[10.241, 1.918]"
25,1,6,3,SP2,1,0,0,-0.018509393442812713,2,"6,6",1,"1,0",2,1,30,none,0,0,0,6.855,1.0,d,[10.241]
0,3,6,4,SP3,0,0,0,-0.025261231617918847,1,6,3,0,6,2,39,geminal,0,0,0,1.4399999999999997,9.0,,[]
2,3,6,4,SP3,0,0,0,-0.025261231617918847,1,6,3,0,6,2,39,geminal,0,0,0,1.4399999999999997,9.0,,[]
3,3,6,4,SP3,0,0,0,-0.025261231617918847,1,6,3,0,6,2,39,geminal,0,0,0,1.4399999999999997,9.0,,[]
8,2,6,4,SP3,1,0,0,0.0501322560956528,2,"7,6",2,"0,0",6,2,38,geminal,0,0,0,4.478,1.0,d,[15.558]
10,1,6,3,SP2,1,0,0,-0.05697136164377627,2,"6,6",1,"0,1",6,1,31,none,0,0,0,6.872,1.0,ddd,"[7.829, 1.435, 0.534]"
11,1,6,3,SP2,1,0,0,-0.061907129589187336,2,"6,6",1,"1,1",3,1,29,none,0,0,0,7.046,1.0,ddd,"[7.829, 7.621, 1.558]"
12,1,6,3,SP2,1,0,0,-0.061970594724139176,2,"6,6",1,"1,1",3,1,30,none,0,0,0,7.251,1.0,ddd,"[7.828, 7.621, 1.435]"
13,1,6,3,SP2,1,0,0,-0.05860821482259946,2,"6,6",1,"1,0",7,1,32,none,0,0,0,7.239,1.0,ddd,"[7.828, 1.558, 0.534]"
15,2,6,4,SP3,1,0,0,0.00238102898175177,2,"6,6",2,"0,1",6,1,43,none,0,0,0,3.071,1.0,dd,"[13.445, 9.87]"
16,1,6,4,SP3,1,0,0,0.1182562265046362,3,"6,6,7",1,"2,0,0",6,1,44,none,0,0,0,4.679,1.0,dd,"[9.87, 4.12]"
19,1,7,3,SP2,0,0,0,-0.34899534399741944,2,"6,6",1,"0,2",3,1,35,none,0,0,0,,,,[]
20,2,6,4,SP3,0,0,0,0.057374782906556926,2,"7,6",2,"1,0",1,1,37,none,0,0,0,3.632,1.0,,[]
0,3,6,4,SP3,0,0,0,-0.06538238322279266,1,6,3,2,4,1,50,none,0,0,0,0.8649999999999999,3.0,t,[7.0]
1,2,6,4,SP3,0,0,0,-0.056171667063192945,2,"6,6",2,"3,2",4,1,53,none,0,0,0,1.277,2.0,h,[7.0]
2,2,6,4,SP3,0,0,0,-0.053568642724643206,2,"6,6",2,"2,2",7,1,56,none,0,0,0,1.239,2.0,quint,[7.0]
3,2,6,4,SP3,0,0,0,-0.05331603226985486,2,"6,6",2,"2,2",9,1,59,none,0,0,0,1.229,2.0,quint,[7.0]
4,2,6,4,SP3,0,0,0,-0.05330614506292663,2,"6,6",2,"2,2",8,1,60,none,0,0,0,1.231,2.0,quint,[7.0]
5,2,6,4,SP3,0,0,0,-0.053305974047874016,2,"6,6",2,"2,2",8,1,61,none,0,0,0,1.232,2.0,tt,"[7.0, 6.867]"
6,2,6,4,SP3,0,0,0,-0.05330594204121095,2,"6,6",2,"2,2",8,1,62,none,0,0,0,1.232,2.0,quint,[6.8665]
7,2,6,4,SP3,0,0,0,-0.05330216603813894,2,"6,6",2,"2,2",8,1,63,none,0,0,0,1.233,2.0,tt,"[6.866, 6.633]"
8,2,6,4,SP3,0,0,0,-0.05308893073004974,2,"6,6",2,"2,2",8,1,64,none,0,0,0,1.264,2.0,tt,"[7.232, 6.633]"
9,2,6,4,SP3,0,0,0,-0.04795291610241699,2,"6,6",2,"2,2",6,1,65,none,0,0,0,1.335,2.0,tt,"[7.5, 7.232]"
10,2,6,4,SP3,0,0,0,-0.0033921086878242602,2,"6,6",2,"2,2",12,1,66,none,0,0,0,1.834,2.0,tt,"[7.729, 7.5]"
11,2,6,4,SP3,0,0,0,0.08001504451597159,2,"6,7",2,"2,0",12,1,70,none,0,0,0,3.059,2.0,t,[7.729]
13,3,6,4,SP3,0,0,0,0.06969468903664672,1,7,3,0,9,2,67,geminal,0,0,0,2.789,3.0,,[]
14,3,6,4,SP3,0,0,0,0.06969468903664672,1,7,3,0,9,2,67,geminal,0,0,0,2.789,3.0,,[]
15,2,6,4,SP3,0,0,0,0.18222088770994918,2,"7,8",2,"0,0",14,2,69,geminal,0,0,0,4.476,2.0,,[]
17,2,6,4,SP3,0,0,0,0.05264432933042231,2,"8,6",2,"0,2",6,1,51,none,0,0,0,3.458,2.0,t,[7.208]
18,2,6,4,SP3,0,0,0,-0.029358180088908836,2,"6,6",2,"2,2",6,1,54,none,0,0,0,1.714,2.0,tt,"[7.208, 7.032]"
19,2,6,4,SP3,0,0,0,-0.05111011054541493,2,"6,6",2,"2,2",6,1,57,none,0,0,0,1.361,2.0,quint,[7.0665000000000004]
20,2,6,4,SP3,0,0,0,-0.05323177747609287,2,"6,6",2,"2,2",9,1,58,none,0,0,0,1.274,2.0,tt,"[7.101, 7.0]"
21,2,6,4,SP3,0,0,0,-0.05356719803714641,2,"6,6",2,"2,2",7,1,55,none,0,0,0,1.239,2.0,quint,[7.0]
22,2,6,4,SP3,0,0,0,-0.056171655511040884,2,"6,6",2,"2,3",4,1,52,none,0,0,0,1.276,2.0,h,[7.0]
23,3,6,4,SP3,0,0,0,-0.06538238317874027,1,6,3,2,4,1,49,none,0,0,0,0.8649999999999999,3.0,t,[7.0]
0,3,6,4,SP3,0,0,0,0.03701692626678566,1,8,3,0,1,2,46,geminal,0,0,0,3.33,3.0,,[]
2,1,6,4,SP3,0,0,0,0.16059694631073687,3,"8,6,6",1,"0,0,0",11,2,57,geminal,0,0,0,5.935,1.0,,[]
6,2,6,4,SP3,0,0,0,0.033347376606839806,2,"7,6",2,"0,2",8,1,53,none,0,0,0,3.585,1.0,t,[2.67]
7,2,6,4,SP3,0,0,0,0.016074834693845286,2,"6,7",2,"2,0",10,1,52,none,0,0,0,2.719,2.0,t,[2.67]
9,2,6,4,SP3,1,0,0,0.021861180113677586,2,"7,6",2,"0,2",8,1,50,none,0,0,0,2.523,2.0,dt,"[9.024, 2.81]"
10,2,6,4,SP3,1,0,0,0.059363432665892946,2,"6,8",2,"2,0",6,1,47,none,0,0,0,3.6020000000000003,2.0,ddd,"[11.883, 6.375, 2.81]"
12,2,6,4,SP3,1,0,0,0.059363432665892946,2,"8,6",2,"0,2",6,1,47,none,0,0,0,3.6020000000000003,2.0,ddd,"[11.883, 6.375, 2.81]"
13,2,6,4,SP3,1,0,0,0.021861180113677586,2,"6,7",2,"2,0",8,1,50,none,0,0,0,2.523,2.0,dt,"[9.024, 2.81]"
14,2,6,4,SP3,0,0,0,0.023749271585270074,2,"7,6",2,"0,1",12,1,55,none,0,0,0,3.194,1.0,d,[5.107]
15,1,6,4,SP3,1,0,0,-0.019898142644133462,3,"6,6,6",1,"2,2,2",6,1,58,none,0,0,0,1.786,1.0,ddtdd,"[10.1, 9.98, 5.107, 3.92, 2.14]"
16,2,6,4,SP3,1,0,0,-0.03052150589782831,2,"6,6",2,"1,1",7,1,54,none,0,0,0,2.166,1.0,ddd,"[14.28, 3.92, 2.077]"
17,1,6,3,SP2,1,0,0,-0.08819610837023739,2,"6,6",1,"2,1",7,1,42,none,0,0,0,5.233,1.0,ddd,"[10.146, 2.077, 1.819]"
18,1,6,3,SP2,1,0,0,-0.08851609800966556,2,"6,6",1,"1,2",5,1,41,none,0,0,0,5.208,1.0,dt,"[10.146, 2.2805]"
19,2,6,4,SP3,1,0,0,-0.03473261547667803,2,"6,6",2,"1,2",6,1,49,none,0,0,0,2.134,1.0,dddd,"[14.212, 3.9, 2.317, 1.89]"
20,2,6,4,SP3,1,0,0,-0.04498107528814519,2,"6,6",2,"2,1",6,1,56,none,0,0,0,1.553,1.0,dddd,"[13.052, 10.1, 9.99, 3.9]"
22,1,6,3,SP2,1,0,0,-0.05589956957216803,2,"6,6",1,"0,1",4,1,40,none,0,0,0,7.463,2.0,dtd,"[8.2325, 1.257, 0.539]"
23,1,6,3,SP2,1,0,0,-0.06188194451127532,2,"6,6",1,"1,1",3,1,37,none,0,0,0,7.391,2.0,dddd,"[8.2325, 7.358, 1.582, 0.539]"
24,1,6,3,SP2,1,0,0,-0.06224506578505313,2,"6,6",1,"1,1",2,1,36,none,0,0,0,7.358,1.0,tt,"[7.358, 1.2639999999999998]"
25,1,6,3,SP2,1,0,0,-0.06188194451127532,2,"6,6",1,"1,1",3,1,38,none,0,0,0,7.391,2.0,dddd,"[8.2325, 7.358, 1.582, 0.539]"
26,1,6,3,SP2,1,0,0,-0.05589956957216803,2,"6,6",1,"1,0",4,1,39,none,0,0,0,7.463,2.0,dtd,"[8.2325, 1.257, 0.539]"
0,3,6,4,SP3,0,0,0,-0.039763210909130584,1,6,3,0,3,2,46,geminal,0,0,0,2.336,3.0,,[]
2,1,6,3,SP2,1,0,0,-0.055032907386695244,2,"6,6",1,"0,0",8,2,38,geminal,0,0,0,7.417,1.0,dd,"[1.744, 0.55]"
4,3,6,4,SP3,0,0,0,-0.03841354420655837,1,6,3,0,2,2,47,geminal,0,0,0,2.5,3.0,,[]
10,2,6,4,SP3,1,0,0,0.026678918346500068,2,"7,6",2,"0,2",5,1,50,none,0,0,0,3.76,1.0,ddd,"[14.386, 3.25, 2.39]"
11,2,6,4,SP3,1,0,0,0.012903028555884622,2,"6,7",2,"2,0",8,1,48,none,0,0,0,2.843,2.0,ddd,"[16.524, 6.7, 2.8200000000000003]"
13,1,6,4,SP3,0,0,0,0.08670594423666128,3,"7,6,6",1,"0,3,0",9,1,53,none,0,0,0,3.456,1.0,q,[6.933]
14,3,6,4,SP3,0,0,0,-0.040436324186849094,1,6,3,1,5,1,52,none,0,0,0,1.274,3.0,d,[6.933]
17,1,7,3,SP2,0,0,0,-0.3247397403874905,2,"6,6",1,"0,0",8,2,43,geminal,0,0,0,,,,[]
19,1,6,3,SP2,1,0,0,-0.03853560051719031,2,"6,6",1,"0,1",4,1,37,none,0,0,0,7.477,2.0,dddd,"[8.156, 1.469, 1.236, 0.535]"
20,1,6,3,SP2,1,0,0,-0.060201144356382214,2,"6,6",1,"1,1",3,1,32,none,0,0,0,7.272,2.0,dddd,"[8.156, 7.757, 1.428, 0.535]"
21,1,6,3,SP2,1,0,0,-0.062117408029944275,2,"6,6",1,"1,1",2,1,31,none,0,0,0,7.067,1.0,tt,"[7.757, 1.236]"
22,1,6,3,SP2,1,0,0,-0.060201144356382214,2,"6,6",1,"1,1",3,1,33,none,0,0,0,7.272,2.0,dddd,"[8.156, 7.757, 1.428, 0.535]"
23,1,6,3,SP2,1,0,0,-0.03853560051719031,2,"6,6",1,"1,0",4,1,34,none,0,0,0,7.477,2.0,dddd,"[8.156, 1.469, 1.236, 0.535]"
24,2,6,4,SP3,1,0,0,0.012903028555884622,2,"7,6",2,"0,2",8,1,48,none,0,0,0,2.897,1.0,ddd,"[16.529, 10.22, 3.24]"
25,2,6,4,SP3,1,0,0,0.026678918346500068,2,"6,7",2,"2,0",5,1,50,none,0,0,0,3.767,1.0,ddd,"[14.417, 3.24, 2.39]"
26,1,6,3,SP2,1,0,0,-0.04158342847209208,2,"6,6",1,"0,1",7,1,36,none,0,0,0,8.014,1.0,dd,"[8.067, 0.55]"
27,1,6,3,SP2,1,0,0,-0.057957921465926814,2,"6,6",1,"1,0",4,1,35,none,0,0,0,7.219,1.0,dd,"[8.067, 1.744]"
0,3,6,4,SP3,0,0,0,-0.06508889939880227,1,6,3,2,5,1,44,none,0,0,0,0.8249999999999998,3.0,t,[6.64]
1,2,6,4,SP3,0,0,0,-0.05230345342502121,2,"6,6",2,"3,1",4,1,47,none,0,0,0,1.294,2.0,qd,"[6.64, 5.96]"
2,1,6,4,SP3,0,0,0,-0.023754664442660302,3,"6,6,6",1,"2,3,1",5,1,48,none,0,0,0,1.93,1.0,dqt,"[7.525, 6.814, 5.96]"
3,3,6,4,SP3,0,0,0,-0.061245046063994106,1,6,3,1,6,1,45,none,0,0,0,0.775,3.0,d,[6.814]
4,1,6,4,SP3,0,0,0,0.1227065522891615,3,"6,6,6",1,"1,0,0",10,1,46,none,0,0,0,4.06,1.0,d,[7.525]
7,1,7,3,SP2,0,0,0,-0.24383061742221881,2,"6,7",1,"0,0",2,2,36,geminal,0,0,0,,,,[]
11,2,6,4,SP3,1,0,0,0.08085722259489013,2,"16,6",2,"0,0",3,3,40,vicinal,0,0,0,3.7935,4.0,d,[17.965]
15,3,6,4,SP3,0,0,0,0.016550661302129115,1,7,3,0,2,3,42,vicinal,0,0,0,3.317,6.0,,[]
18,1,7,3,SP2,0,0,0,-0.24383061742221881,2,"6,7",1,"0,0",2,2,36,geminal,0,0,0,,,,[]
22,2,6,4,SP3,1,0,0,0.08085722259489013,2,"16,6",2,"0,0",3,3,40,vicinal,0,0,0,3.7935,4.0,d,[17.965]
26,3,6,4,SP3,0,0,0,0.016550661302129115,1,7,3,0,2,3,42,vicinal,0,0,0,3.317,6.0,,[]
0,1,8,2,SP3,0,0,0,-0.3859492518622866,1,6,1,1,4,1,10,none,0,0,0,,,,[]
1,1,6,4,SP3,1,0,0,0.1024907248908271,3,"8,6,6",1,"1,1,1",3,1,20,none,0,0,0,4.201,1.0,dd,"[3.89, 1.537]"
2,1,6,3,SP2,1,0,0,-0.05264699665621384,2,"6,6",1,"1,1",4,1,18,none,0,0,0,5.703,1.0,dd,"[10.107, 1.537]"
3,1,6,3,SP2,1,0,0,-0.05594810597169675,2,"6,6",1,"1,0",6,1,15,none,0,0,0,7.05,1.0,d,[10.107]
5,1,6,3,SP2,1,0,0,-0.054617850596314146,2,"6,6",1,"0,1",5,1,14,none,0,0,0,7.369,1.0,ddd,"[8.028, 1.36, 0.55]"
6,1,6,3,SP2,1,0,0,-0.0616494003860575,2,"6,6",1,"1,1",2,1,12,none,0,0,0,7.111,1.0,ddd,"[8.028, 7.487, 1.281]"
7,1,6,3,SP2,1,0,0,-0.06185277553013686,2,"6,6",1,"1,1",2,1,13,none,0,0,0,7.256,1.0,ddd,"[8.079, 7.487, 1.36]"
8,1,6,3,SP2,1,0,0,-0.055730193230543804,2,"6,6",1,"1,0",6,1,16,none,0,0,0,7.211,1.0,ddd,"[8.079, 1.281, 0.55]"
10,1,6,4,SP3,1,0,0,0.1090275315919353,3,"6,8,6",1,"0,1,1",6,1,21,none,0,0,0,4.817,1.0,d,[3.89]
11,1,8,2,SP3,0,0,0,-0.3853283188062897,1,6,1,1,4,1,11,none,0,0,0,,,,[]
0,3,6,4,SP3,0,0,0,-0.03976321090912995,1,6,3,0,3,2,46,geminal,0,0,0,2.336,3.0,,[]
2,1,6,3,SP2,1,0,0,-0.055032907193056445,2,"6,6",1,"0,0",8,2,39,geminal,0,0,0,7.418,1.0,dd,"[1.744, 0.55]"
4,3,6,4,SP3,0,0,0,-0.038413544007361605,1,6,3,0,2,2,47,geminal,0,0,0,2.5,3.0,,[]
10,2,6,4,SP3,1,0,0,0.06341248399024443,2,"7,6",2,"0,2",6,1,48,none,0,0,0,3.713,1.0,ddd,"[15.627, 3.25, 2.39]"
11,2,6,4,SP3,1,0,0,0.09174479982134985,2,"6,7",2,"2,1",8,1,51,none,0,0,0,3.6025,2.0,ddd,"[17.607, 6.7, 2.8200000000000003]"
12,1,7,4,SP3,1,0,1,-0.3227525633177311,3,"6,6,6",1,"2,1,2",8,1,54,none,0,0,0,,,,[]
13,1,6,4,SP3,0,0,0,0.16430990694651368,3,"7,6,6",1,"1,3,0",9,1,53,none,0,0,0,4.02,1.0,q,[6.349999999999999]
14,3,6,4,SP3,0,0,0,-0.0029170291997005935,1,6,3,1,6,1,50,none,0,0,0,1.4029999999999998,3.0,d,[6.349999999999999]
17,1,7,3,SP2,0,0,0,-0.3209406879739632,2,"6,6",1,"0,0",9,2,44,geminal,0,0,0,,,,[]
19,1,6,3,SP2,1,0,0,-0.03853249908736842,2,"6,6",1,"0,1",4,1,38,none,0,0,0,7.483,2.0,dddd,"[8.154, 1.474, 1.237, 0.535]"
20,1,6,3,SP2,1,0,0,-0.06020111962997769,2,"6,6",1,"1,1",3,1,33,none,0,0,0,7.273,2.0,dddd,"[8.154, 7.756, 1.428, 0.535]"
21,1,6,3,SP2,1,0,0,-0.06211740784365201,2,"6,6",1,"1,1",2,1,32,none,0,0,0,7.069,1.0,tt,"[7.756, 1.237]"
22,1,6,3,SP2,1,0,0,-0.06020111962997769,2,"6,6",1,"1,1",3,1,34,none,0,0,0,7.273,2.0,dddd,"[8.154, 7.756, 1.428, 0.535]"
23,1,6,3,SP2,1,0,0,-0.03853249908736842,2,"6,6",1,"1,0",4,1,35,none,0,0,0,7.483,2.0,dddd,"[8.154, 1.474, 1.237, 0.535]"
24,2,6,4,SP3,1,0,0,0.09174479982134985,2,"7,6",2,"1,2",8,1,51,none,0,0,0,3.764,1.0,ddd,"[17.605, 10.22, 3.25]"
25,2,6,4,SP3,1,0,0,0.06341248399024443,2,"6,7",2,"2,0",6,1,48,none,0,0,0,3.723,1.0,ddd,"[15.626, 3.25, 2.38]"
26,1,6,3,SP2,1,0,0,-0.04158337774976858,2,"6,6",1,"0,1",7,1,37,none,0,0,0,8.015,1.0,dd,"[8.067, 0.55]"
27,1,6,3,SP2,1,0,0,-0.057957921272956646,2,"6,6",1,"1,0",4,1,36,none,0,0,0,7.219,1.0,dd,"[8.067, 1.744]"
2,2,6,4,SP3,0,0,0,0.02952562130157013,2,"6,6",2,"0,1",12,1,49,none,0,0,0,2.444,2.0,d,[5.179]
3,1,6,4,SP3,1,0,0,-0.0326336426237799,3,"6,6,6",1,"2,2,2",6,1,61,none,0,0,0,1.723,1.0,ttt,"[10.26, 5.179, 2.79]"
4,2,6,4,SP3,1,0,0,-0.0499521365982991,2,"6,6",2,"1,2",8,1,59,none,0,0,0,1.5385,4.0,dtd,"[13.815, 6.525, 2.79]"
5,2,6,4,SP3,1,0,0,-0.05302759136644955,2,"6,6",2,"2,2",7,1,57,none,0,0,0,1.373,4.0,dtt,"[12.4895, 6.525, 2.79]"
6,2,6,4,SP3,1,0,0,-0.05328528388441152,2,"6,6",2,"2,2",5,1,56,none,0,0,0,1.3225,2.0,dtt,"[11.999, 6.525, 2.79]"
7,2,6,4,SP3,1,0,0,-0.05302759136644955,2,"6,6",2,"2,2",7,1,57,none,0,0,0,1.373,4.0,dtt,"[12.4895, 6.525, 2.79]"
8,2,6,4,SP3,1,0,0,-0.0499521365982991,2,"6,6",2,"2,1",8,1,59,none,0,0,0,1.5385,4.0,dtd,"[13.815, 6.525, 2.79]"
10,2,6,4,SP3,0,0,0,0.03360080803765601,2,"7,6",2,"0,2",8,1,50,none,0,0,0,3.55,2.0,t,[2.67]
11,2,6,4,SP3,0,0,0,0.015892878027729727,2,"6,7",2,"2,0",10,1,51,none,0,0,0,2.835,2.0,t,[2.67]
13,2,6,4,SP3,1,0,0,-0.0017512489414766555,2,"7,6",2,"0,2",8,1,52,none,0,0,0,3.005,4.0,ddd,"[7.260000000000001, 5.929, 3.96]"
14,2,6,4,SP3,1,0,0,-0.03919830509344467,2,"6,6",2,"2,2",4,1,54,none,0,0,0,1.88025,4.0,dtdd,"[10.2055, 7.385000000000001, 3.87, 3.5]"
15,2,6,4,SP3,1,0,0,-0.03919830509344467,2,"6,6",2,"2,2",4,1,54,none,0,0,0,1.88025,4.0,dtdd,"[10.2055, 7.385000000000001, 3.87, 3.5]"
16,2,6,4,SP3,1,0,0,-0.0017512489414766555,2,"6,7",2,"2,0",8,1,52,none,0,0,0,3.005,4.0,ddd,"[7.260000000000001, 5.929, 3.96]"
17,2,6,4,SP3,0,0,0,0.04578507571336647,2,"7,6",2,"0,0",9,2,46,geminal,0,0,0,4.467,2.0,,[]
19,1,6,3,SP2,1,0,0,-0.011065695268336574,2,"6,6",1,"0,0",6,2,40,geminal,0,0,0,6.769,1.0,dd,"[2.703, 0.479]"
22,1,6,3,SP2,1,0,0,-0.015730457863905874,2,"6,6",1,"0,1",5,1,38,none,0,0,0,6.67,1.0,dd,"[8.512, 0.479]"
23,1,6,3,SP2,1,0,0,-0.053288606509303095,2,"6,6",1,"1,0",3,1,39,none,0,0,0,6.846,1.0,dd,"[8.512, 2.703]"
25,2,6,4,SP3,1,0,0,0.12242146960669986,2,"8,6",2,"0,2",1,1,47,none,0,0,0,4.167,2.0,ddd,"[13.709, 6.955, 1.82]"
26,2,6,4,SP3,1,0,0,0.12242174066190424,2,"6,8",2,"2,0",1,1,48,none,0,0,0,4.186,2.0,ddd,"[14.042, 6.955, 1.82]"
0,3,6,4,SP3,0,0,0,0.07771781675048958,1,8,3,0,1,3,49,vicinal,0,0,0,3.753,3.0,,[]
5,2,6,4,SP3,0,0,0,0.11352335961798202,2,"8,6",2,"0,0",4,2,52,geminal,0,0,0,5.268,2.0,,[]
7,1,6,3,SP2,1,0,0,-0.055612508561881886,2,"6,6",1,"0,1",4,1,39,none,0,0,0,7.082,1.0,ddd,"[7.825, 1.421, 0.919]"
8,1,6,3,SP2,1,0,0,-0.06160314169794052,2,"6,6",1,"1,1",6,1,29,none,0,0,0,7.206,1.0,td,"[7.864, 0.533]"
9,1,6,3,SP2,1,0,0,-0.05930229187955066,2,"6,6",1,"1,0",5,1,33,none,0,0,0,7.043,1.0,ddd,"[7.903, 1.612, 1.421]"
11,3,6,4,SP3,0,0,0,-0.03976224782906997,1,6,3,0,3,2,51,geminal,0,0,0,2.286,3.0,,[]
12,1,6,3,SP2,1,0,0,-0.05269082842742522,2,"6,6",1,"0,0",8,2,38,geminal,0,0,0,7.172,1.0,ddd,"[1.612, 0.919, 0.533]"
13,1,6,3,SP2,1,0,0,-0.015459583094209724,2,"6,6",1,"0,1",4,1,30,none,0,0,0,6.87,1.0,dd,"[8.407, 0.444]"
14,1,6,3,SP2,1,0,0,-0.0509737166336456,2,"6,6",1,"1,0",2,1,32,none,0,0,0,7.587,1.0,dd,"[8.407, 1.828]"
16,1,6,3,SP2,0,0,0,-0.032954458011642526,2,"6,6",1,"0,0",3,2,47,geminal,0,0,0,8.672,1.0,,[]
23,1,6,3,SP2,1,0,0,-0.050753878758216554,2,"6,6",1,"0,1",5,1,35,none,0,0,0,7.7995,2.0,ddd,"[8.465499999999999, 1.779, 0.4905]"
24,1,6,3,SP2,1,0,0,-0.0585899858250498,2,"6,6",1,"1,0",5,1,37,none,0,0,0,7.157,2.0,ddd,"[8.465499999999999, 1.363, 0.4905]"
26,3,6,4,SP3,0,0,0,-0.039773776887736374,1,6,3,0,4,2,50,geminal,0,0,0,2.308,3.0,,[]
27,1,6,3,SP2,1,0,0,-0.0585899858250498,2,"6,6",1,"0,1",5,1,34,none,0,0,0,7.157,2.0,ddd,"[8.465499999999999, 1.363, 0.4905]"
28,1,6,3,SP2,1,0,0,-0.050753878758216554,2,"6,6",1,"1,0",5,1,31,none,0,0,0,7.7995,2.0,ddd,"[8.465499999999999, 1.779, 0.4905]"
29,1,6,3,SP2,1,0,0,-0.008779748360662507,2,"6,6",1,"0,0",6,2,36,geminal,0,0,0,7.547,1.0,dd,"[1.828, 0.444]"
0,3,6,4,SP3,0,0,0,-0.0648884828020448,1,6,3,2,2,1,43,none,0,0,0,0.9170000000000001,3.0,t,[7.3]
1,2,6,4,SP3,0,0,0,-0.0473590664072887,2,"6,6",2,"3,2",1,1,50,none,0,0,0,1.714,2.0,h,[7.3268]
2,2,6,4,SP3,0,0,0,0.026268948131154053,2,"6,6",2,"2,0",5,1,46,none,0,0,0,2.182,2.0,t,[7.367]
5,1,7,3,SP2,0,0,0,-0.3322716701560709,2,"6,6",1,"0,1",5,1,40,none,0,0,0,,,,[]
6,1,6,4,SP3,0,0,0,0.1487946242162001,3,"7,7,6",1,"1,1,0",3,1,49,none,0,0,0,5.076,1.0,,[]
7,1,7,3,SP2,0,0,0,-0.3387033126101487,2,"6,6",1,"1,0",2,1,41,none,0,0,0,,,,[]
10,1,7,3,SP2,0,0,0,-0.3236745692797578,2,"6,6",1,"0,0",2,2,39,geminal,0,0,0,,,,[]
16,2,6,4,SP3,0,0,0,0.08882237933594654,2,"8,6",2,"0,3",0,1,45,none,0,0,0,4.179,2.0,q,[7.108]
17,3,6,4,SP3,0,0,0,-0.030522465368836894,1,6,3,2,0,1,42,none,0,0,0,1.225,3.0,t,[7.108]
20,2,6,4,SP3,1,0,0,-0.018011213727254147,2,"6,6",2,"0,2",4,1,47,none,0,0,0,2.8375000000000004,2.0,ddd,"[14.225, 7.045, 2.955]"
21,2,6,4,SP3,1,0,0,-0.04811714444770969,2,"6,6",2,"2,2",2,1,51,none,0,0,0,1.755,2.0,dtdd,"[13.684, 6.995, 2.965, 1.9249999999999998]"
22,2,6,4,SP3,1,0,0,-0.048820753141841436,2,"6,6",2,"2,2",2,1,52,none,0,0,0,1.7530000000000001,2.0,ddddd,"[13.55, 6.955, 6.8549999999999995, 2.88, 1.9249999999999998]"
23,2,6,4,SP3,1,0,0,-0.02582452136460755,2,"6,6",2,"2,0",4,1,48,none,0,0,0,2.731,2.0,ddd,"[13.243, 6.89, 2.8449999999999998]"
0,2,7,3,SP3,0,0,0,-0.32121849578626593,1,6,2,1,5,1,18,none,0,0,0,,,,[]
1,1,6,4,SP3,1,0,0,0.08459626719824387,3,"7,6,6",1,"2,1,1",5,1,24,none,0,0,0,2.953,1.0,dd,"[3.48, 2.64]"
2,1,6,4,SP3,1,0,0,0.17250093032837494,3,"6,8,8",1,"1,1,0",8,1,20,none,0,0,0,4.755,1.0,d,[2.64]
3,1,8,2,SP3,0,0,0,-0.36650782880171046,1,6,1,1,5,1,14,none,0,0,0,,,,[]
5,1,6,4,SP3,1,0,0,0.1121875020962336,3,"8,6,6",1,"0,2,1",7,1,21,none,0,0,0,3.494,1.0,dt,"[10.26, 7.971]"
6,2,6,4,SP3,0,0,0,0.07213040610099677,2,"6,8",2,"1,1",4,1,19,none,0,0,0,3.851,2.0,d,[7.971]
7,1,8,2,SP3,0,0,0,-0.3935665301280517,1,6,1,2,2,1,13,none,0,0,0,,,,[]
8,1,6,4,SP3,1,0,0,0.11006791813113312,3,"6,8,6",1,"1,1,1",8,1,22,none,0,0,0,3.173,1.0,dd,"[10.26, 3.48]"
