heavy_atom_idx,num_H,heavy_atomic_num,heavy_degree,heavy_hybridization,heavy_in_ring,heavy_is_aromatic,heavy_formal_charge,heavy_partial_charge,num_heavy_neighbors,neighbor_atomic_nums,num_H_neighbors,neighbor_H_counts_per_atom,num_couplable_H_neighbors,distance_to_nearest_non_equivalent_H,in_symmetric_env,H_coupling_type,is_in_CH3,is_in_CH2,is_terminal_CH,ppm,nb_atoms,multiplicity,couplings
16,1,6,4,SP3,1,0,0,-0.039744704287054684,3,"6,6,6",1,"2,3,1",9,1,51,none,0,0,0,1.394,1.0,dqt,"[10.26, 6.937, 2.79]"
17,3,6,4,SP3,0,0,0,-0.062178237230221506,1,6,3,1,9,1,47,none,0,0,0,0.896,3.0,d,[6.937]
18,1,6,4,SP3,1,0,0,-0.021277424603276668,3,"6,6,6",1,"1,3,1",10,1,52,none,0,0,0,1.745,1.0,qt,"[6.998, 2.79]"
19,3,6,4,SP3,0,0,0,-0.06029341395042307,1,6,3,1,10,1,49,none,0,0,0,0.975,3.0,d,[6.998]
22,1,6,3,SP2,1,0,0,-0.018657663095275414,2,"6,6",1,"0,1",2,1,36,none,0,0,0,7.645,1.0,ddd,"[7.985, 1.123, 0.455]"
23,1,6,3,SP2,1,0,0,-0.05851758656403925,2,"6,6",1,"1,1",1,1,34,none,0,0,0,7.497,1.0,ddd,"[7.985, 7.119, 1.527]"
24,1,6,3,SP2,1,0,0,-0.06138700026221754,2,"6,6",1,"1,1",1,1,35,none,0,0,0,7.365,1.0,ddd,"[8.069, 7.119, 1.123]"
25,1,6,3,SP2,1,0,0,-0.050726498059098235,2,"6,6",1,"1,0",4,1,37,none,0,0,0,8.507,1.0,ddd,"[8.069, 1.527, 0.455]"
0,3,6,4,SP3,0,0,0,-0.06538219831714015,1,6,3,2,4,1,46,none,0,0,0,0.8649999999999999,3.0,t,[7.0]
1,2,6,4,SP3,0,0,0,-0.056160718138144945,2,"6,6",2,"3,2",4,1,51,none,0,0,0,1.279,2.0,h,[7.0]
2,2,6,4,SP3,0,0,0,-0.05327372895608925,2,"6,6",2,"2,2",6,1,53,none,0,0,0,1.249,2.0,quint,[7.0]
3,2,6,4,SP3,0,0,0,-0.049834887801403216,2,"6,6",2,"2,2",7,1,52,none,0,0,0,1.417,2.0,tt,"[7.433, 7.0]"
4,2,6,4,SP3,0,0,0,-0.03506238602438802,2,"6,6",2,"2,1",7,1,49,none,0,0,0,1.962,2.0,q,[7.410666666666667]
5,1,6,3,SP2,0,0,0,-0.08822748279093615,2,"6,6",1,"2,1",7,1,42,none,0,0,0,5.415,1.0,dt,"[15.65, 7.366]"
6,1,6,3,SP2,0,0,0,-0.0847524597925529,2,"6,6",1,"1,2",6,1,40,none,0,0,0,5.371,1.0,dt,"[15.65, 6.866]"
7,2,6,4,SP3,0,0,0,-0.016907328725840734,2,"6,6",2,"1,1",6,1,45,none,0,0,0,2.644,2.0,t,[6.8695]
8,1,6,3,SP2,0,0,0,-0.0844408754150933,2,"6,6",1,"2,1",5,1,38,none,0,0,0,5.406,1.0,dt,"[15.653, 6.873]"
9,1,6,3,SP2,0,0,0,-0.08444068523404982,2,"6,6",1,"1,2",5,1,36,none,0,0,0,5.407,1.0,dt,"[15.653, 6.878]"
10,2,6,4,SP3,0,0,0,-0.016896067696441162,2,"6,6",2,"1,1",6,1,43,none,0,0,0,2.653,2.0,t,[6.878]
11,1,6,3,SP2,0,0,0,-0.0844406852340394,2,"6,6",1,"2,1",5,1,35,none,0,0,0,5.407,1.0,dt,"[15.653, 6.878]"
12,1,6,3,SP2,0,0,0,-0.08444087540915313,2,"6,6",1,"1,2",5,1,37,none,0,0,0,5.405,1.0,dt,"[15.653, 6.873]"
13,2,6,4,SP3,0,0,0,-0.01690732711585644,2,"6,6",2,"1,1",6,1,44,none,0,0,0,2.645,2.0,t,[6.87]
14,1,6,3,SP2,0,0,0,-0.0847522391714886,2,"6,6",1,"2,1",6,1,39,none,0,0,0,5.372,1.0,dt,"[15.651, 6.867]"
15,1,6,3,SP2,0,0,0,-0.08821173718576525,2,"6,6",1,"1,2",7,1,41,none,0,0,0,5.42,1.0,dt,"[15.651, 6.933]"
16,2,6,4,SP3,0,0,0,-0.03450413441800416,2,"6,6",2,"1,2",5,1,48,none,0,0,0,1.99,2.0,td,"[7.434, 6.933]"
17,2,6,4,SP3,0,0,0,-0.03931017607323421,2,"6,6",2,"2,2",3,1,50,none,0,0,0,1.708,2.0,quint,[7.4005]
18,2,6,4,SP3,0,0,0,0.04561768496325356,2,"6,6",2,"2,0",4,1,47,none,0,0,0,2.309,2.0,t,[7.367]
21,1,8,2,SP2,0,0,0,-0.4812302537956734,1,6,1,0,4,2,33,geminal,0,0,0,,,,[]
3,2,6,4,SP3,0,0,0,0.019433914138676938,2,"6,6",2,"0,0",2,3,36,vicinal,0,0,0,3.959,2.0,,[]
6,1,8,2,SP2,0,0,0,-0.48038856601925506,1,6,1,0,2,3,14,vicinal,0,0,0,,,,[]
9,1,6,3,SP2,1,0,0,-0.01839266519337436,2,"6,6",1,"0,1",2,1,26,none,0,0,0,7.3035,2.0,ddd,"[8.072, 1.2999999999999998, 0.509]"
10,1,6,3,SP2,1,0,0,-0.058510994751249254,2,"6,6",1,"1,1",1,1,22,none,0,0,0,7.6985,2.0,ddd,"[8.072, 7.5954999999999995, 1.397]"
11,1,6,3,SP2,1,0,0,-0.06125960750697729,2,"6,6",1,"1,1",1,1,24,none,0,0,0,7.3635,2.0,ddd,"[8.021, 7.5954999999999995, 1.2999999999999998]"
12,1,6,3,SP2,1,0,0,-0.047261600053583784,2,"6,6",1,"1,0",2,1,28,none,0,0,0,7.848,2.0,ddd,"[8.021, 1.397, 0.509]"
17,1,8,2,SP2,0,0,0,-0.48038856601925506,1,6,1,0,2,3,14,vicinal,0,0,0,,,,[]
20,1,6,3,SP2,1,0,0,-0.01839266519337436,2,"6,6",1,"0,1",2,1,26,none,0,0,0,7.3035,2.0,ddd,"[8.072, 1.2999999999999998, 0.509]"
21,1,6,3,SP2,1,0,0,-0.058510994751249254,2,"6,6",1,"1,1",1,1,22,none,0,0,0,7.6985,2.0,ddd,"[8.072, 7.5954999999999995, 1.397]"
22,1,6,3,SP2,1,0,0,-0.06125960750697729,2,"6,6",1,"1,1",1,1,24,none,0,0,0,7.3635,2.0,ddd,"[8.021, 7.5954999999999995, 1.2999999999999998]"
23,1,6,3,SP2,1,0,0,-0.047261600053583784,2,"6,6",1,"1,0",2,1,28,none,0,0,0,7.848,2.0,ddd,"[8.021, 1.397, 0.509]"
0,3,6,4,SP3,0,0,0,-0.06538238322279266,1,6,3,2,4,1,52,none,0,0,0,0.8649999999999999,3.0,t,[7.0]
1,2,6,4,SP3,0,0,0,-0.056171667063192945,2,"6,6",2,"3,2",4,1,55,none,0,0,0,1.277,2.0,h,[7.0]
2,2,6,4,SP3,0,0,0,-0.053568642724643206,2,"6,6",2,"2,2",7,1,58,none,0,0,0,1.239,2.0,quint,[7.0]
3,2,6,4,SP3,0,0,0,-0.05331603226985486,2,"6,6",2,"2,2",9,1,61,none,0,0,0,1.229,2.0,quint,[7.0]
4,2,6,4,SP3,0,0,0,-0.05330614506292663,2,"6,6",2,"2,2",8,1,63,none,0,0,0,1.231,2.0,quint,[7.0]
5,2,6,4,SP3,0,0,0,-0.053305974047874016,2,"6,6",2,"2,2",8,1,64,none,0,0,0,1.232,2.0,tt,"[7.0, 6.867]"
6,2,6,4,SP3,0,0,0,-0.05330594204121095,2,"6,6",2,"2,2",8,1,65,none,0,0,0,1.232,2.0,quint,[6.8665]
7,2,6,4,SP3,0,0,0,-0.05330216603813894,2,"6,6",2,"2,2",8,1,66,none,0,0,0,1.233,2.0,tt,"[6.866, 6.633]"
8,2,6,4,SP3,0,0,0,-0.05308893073004974,2,"6,6",2,"2,2",8,1,67,none,0,0,0,1.264,2.0,tt,"[7.232, 6.633]"
9,2,6,4,SP3,0,0,0,-0.04795291610241699,2,"6,6",2,"2,2",6,1,68,none,0,0,0,1.335,2.0,tt,"[7.5, 7.232]"
10,2,6,4,SP3,0,0,0,-0.0033921086878242602,2,"6,6",2,"2,2",12,1,69,none,0,0,0,1.834,2.0,tt,"[7.728, 7.5]"
11,2,6,4,SP3,0,0,0,0.08001504451597159,2,"6,7",2,"2,0",12,1,73,none,0,0,0,3.059,2.0,t,[7.728]
13,3,6,4,SP3,0,0,0,0.06969468903664672,1,7,3,0,9,2,70,geminal,0,0,0,2.789,3.0,,[]
14,3,6,4,SP3,0,0,0,0.06969468903664672,1,7,3,0,9,2,70,geminal,0,0,0,2.789,3.0,,[]
15,2,6,4,SP3,0,0,0,0.18222088770994918,2,"7,8",2,"0,0",14,2,72,geminal,0,0,0,4.476,2.0,,[]
17,2,6,4,SP3,0,0,0,0.052644329335721225,2,"8,6",2,"0,2",6,1,53,none,0,0,0,3.458,2.0,t,[7.214]
18,2,6,4,SP3,0,0,0,-0.02935817871644884,2,"6,6",2,"2,2",6,1,56,none,0,0,0,1.714,2.0,tt,"[7.214, 5.805]"
19,2,6,4,SP3,0,0,0,-0.051109939648716296,2,"6,6",2,"2,2",6,1,59,none,0,0,0,1.362,2.0,tt,"[7.102, 5.805]"
20,2,6,4,SP3,0,0,0,-0.05322189028284166,2,"6,6",2,"2,2",8,1,62,none,0,0,0,1.278,2.0,tt,"[7.102, 7.0]"
21,2,6,4,SP3,0,0,0,-0.053314587582851763,2,"6,6",2,"2,2",9,1,60,none,0,0,0,1.229,2.0,quint,[7.0]
22,2,6,4,SP3,0,0,0,-0.053568631171510256,2,"6,6",2,"2,2",7,1,57,none,0,0,0,1.239,2.0,quint,[7.0]
23,2,6,4,SP3,0,0,0,-0.05617166701909359,2,"6,6",2,"2,3",4,1,54,none,0,0,0,1.277,2.0,h,[7.0]
24,3,6,4,SP3,0,0,0,-0.06538238322271174,1,6,3,2,4,1,51,none,0,0,0,0.8649999999999999,3.0,t,[7.0]
0,3,6,4,SP3,0,0,0,-0.02283842825053181,1,6,3,0,1,2,43,geminal,0,0,0,2.406,3.0,,[]
2,1,6,3,SP2,1,0,0,0.014151260575963352,2,"6,16",1,"0,0",3,2,26,geminal,0,0,0,5.968,1.0,,[]
7,2,6,4,SP3,0,0,0,0.13361343562411418,2,"6,8",2,"0,0",3,2,44,geminal,0,0,0,4.841,2.0,,[]
11,2,6,4,SP3,0,0,0,0.0706579312526423,2,"6,6",2,"0,0",6,2,45,geminal,0,0,0,3.777,2.0,,[]
13,1,6,3,SP2,1,0,0,-0.05784092930493329,2,"6,6",1,"0,1",4,1,36,none,0,0,0,7.72,2.0,ddd,"[8.527000000000001, 1.832, 0.4635]"
14,1,6,3,SP2,1,0,0,-0.05409313871295663,2,"6,6",1,"1,0",6,1,34,none,0,0,0,7.8149999999999995,2.0,ddd,"[8.527000000000001, 1.105, 0.4635]"
17,1,6,3,SP2,1,0,0,-0.0543832301793927,2,"6,6",1,"0,1",5,1,33,none,0,0,0,7.6585,2.0,dtd,"[8.098500000000001, 1.48075, 0.441]"
18,1,6,3,SP2,1,0,0,-0.06165094948674658,2,"6,6",1,"1,1",2,1,28,none,0,0,0,7.473,2.0,dddd,"[8.098500000000001, 7.174, 1.614, 0.441]"
19,1,6,3,SP2,1,0,0,-0.062225394893631054,2,"6,6",1,"1,1",2,1,27,none,0,0,0,7.466,1.0,tdd,"[7.174, 1.677, 1.342]"
20,1,6,3,SP2,1,0,0,-0.06165094948674658,2,"6,6",1,"1,1",2,1,29,none,0,0,0,7.473,2.0,dddd,"[8.098500000000001, 7.174, 1.614, 0.441]"
21,1,6,3,SP2,1,0,0,-0.0543832301793927,2,"6,6",1,"1,0",5,1,30,none,0,0,0,7.6585,2.0,dtd,"[8.098500000000001, 1.48075, 0.441]"
22,1,6,3,SP2,1,0,0,-0.05409313871295663,2,"6,6",1,"0,1",6,1,31,none,0,0,0,7.8149999999999995,2.0,ddd,"[8.527000000000001, 1.105, 0.4635]"
23,1,6,3,SP2,1,0,0,-0.05784092930493329,2,"6,6",1,"1,0",4,1,32,none,0,0,0,7.72,2.0,ddd,"[8.527000000000001, 1.832, 0.4635]"
24,1,6,3,SP2,1,0,0,0.02912801196662006,2,"6,6",1,"0,0",2,2,35,geminal,0,0,0,5.772,1.0,,[]
2,1,8,2,SP2,0,0,0,-0.4780707501605797,1,6,1,0,2,2,6,geminal,0,0,0,,,,[]
3,1,6,3,SP2,0,0,0,0.030260600140954993,2,"6,6",1,"0,1",2,1,10,none,0,0,0,6.914,2.0,d,[16.739]
4,1,6,3,SP2,0,0,0,0.030260600140954993,2,"6,6",1,"1,0",2,1,10,none,0,0,0,6.914,2.0,d,[16.739]
7,1,8,2,SP2,0,0,0,-0.4780707501605797,1,6,1,0,2,2,6,geminal,0,0,0,,,,[]
2,1,8,2,SP2,0,0,0,-0.4774970227735919,1,6,1,0,1,3,27,vicinal,0,0,0,,,,[]
4,1,6,3,SP2,1,0,0,0.022962976072434967,2,"6,7",1,"0,0",7,2,35,geminal,0,0,0,8.658,1.0,,[]
6,1,6,4,SP3,1,0,0,0.033648634665592536,3,"7,6,6",1,"0,2,2",6,1,50,none,0,0,0,4.714,1.0,dddd,"[8.06, 7.59, 6.96, 4.08]"
7,2,6,4,SP3,1,0,0,-0.03226747308021102,2,"6,6",2,"1,2",5,1,47,none,0,0,0,2.02975,4.0,dddd,"[12.8385, 7.285, 6.6725, 3.8625]"
8,2,6,4,SP3,1,0,0,-0.051258457358503755,2,"6,6",2,"2,2",3,1,43,none,0,0,0,1.79525,4.0,dtdd,"[13.058500000000002, 7.34875, 3.815, 3.3600000000000003]"
9,2,6,4,SP3,1,0,0,-0.051258457358503755,2,"6,6",2,"2,2",3,1,43,none,0,0,0,1.79525,4.0,dtdd,"[13.058500000000002, 7.34875, 3.815, 3.3600000000000003]"
10,2,6,4,SP3,1,0,0,-0.03226747308021102,2,"6,6",2,"2,1",5,1,47,none,0,0,0,2.02975,4.0,dddd,"[12.8385, 7.285, 6.6725, 3.8625]"
12,1,6,3,SP2,1,0,0,-0.007279354553573927,2,"6,6",1,"0,0",5,2,31,geminal,0,0,0,6.275,1.0,d,[0.485]
14,1,7,3,SP2,0,0,0,-0.3766980877354565,2,"6,6",1,"0,1",10,1,38,none,0,0,0,,,,[]
15,1,6,4,SP3,1,0,0,0.02631290904200953,3,"7,6,6",1,"1,2,2",5,1,49,none,0,0,0,4.009,1.0,dddd,"[9.37, 7.6, 6.85, 5.4]"
16,2,6,4,SP3,1,0,0,-0.032880045041302236,2,"6,6",2,"1,2",5,1,45,none,0,0,0,1.823,4.0,dddd,"[9.59, 7.7225, 7.305, 3.71]"
17,2,6,4,SP3,1,0,0,-0.05128107023645457,2,"6,6",2,"2,2",4,1,41,none,0,0,0,1.5845,4.0,ddddd,"[11.5115, 7.702500000000001, 7.2524999999999995, 4.3175, 3.73]"
18,2,6,4,SP3,1,0,0,-0.05128107023645457,2,"6,6",2,"2,2",4,1,41,none,0,0,0,1.5845,4.0,ddddd,"[11.5115, 7.702500000000001, 7.2524999999999995, 4.3175, 3.73]"
19,2,6,4,SP3,1,0,0,-0.032880045041302236,2,"6,6",2,"2,1",5,1,45,none,0,0,0,1.823,4.0,dddd,"[9.59, 7.7225, 7.305, 3.71]"
24,1,6,3,SP2,1,0,0,0.03144722326544673,2,"6,6",1,"0,0",2,3,30,vicinal,0,0,0,8.619,1.0,d,[0.485]
2,1,8,2,SP2,0,0,0,-0.47954077546948304,1,6,1,0,3,2,5,geminal,0,0,0,,,,[]
3,2,6,4,SP3,0,0,0,0.1404778677554656,2,"6,8",2,"0,1",1,1,8,none,0,0,0,4.101,2.0,,[]
4,1,8,2,SP3,0,0,0,-0.38467828451500896,1,6,1,2,1,1,6,none,0,0,0,,,,[]
0,3,6,4,SP3,0,0,0,-0.06342885226508692,1,6,3,2,4,1,40,none,0,0,0,0.822,6.0,t,[6.9750000000000005]
1,2,6,4,SP3,0,0,0,-0.03565111016550135,2,"6,6",2,"3,1",6,1,42,none,0,0,0,1.57,2.0,qd,"[6.974999999999999, 6.871]"
2,1,6,4,SP3,0,0,0,0.0283653353245328,3,"6,6,7",1,"2,2,1",8,1,44,none,0,0,0,4.051,1.0,quint,[6.871]
3,2,6,4,SP3,0,0,0,-0.03565111016550135,2,"6,6",2,"1,3",6,1,42,none,0,0,0,1.57,2.0,qd,"[6.974999999999999, 6.871]"
4,3,6,4,SP3,0,0,0,-0.06342885226508692,1,6,3,2,4,1,40,none,0,0,0,0.822,6.0,t,[6.9750000000000005]
5,1,7,3,SP2,0,0,0,-0.3504310564279353,2,"6,6",1,"1,0",12,1,36,none,0,0,0,,,,[]
8,2,6,4,SP3,0,0,0,0.16958681480963933,2,"6,8",2,"0,0",3,2,38,geminal,0,0,0,4.798,1.0,,[]
12,1,6,4,SP3,1,0,0,0.08319769542211151,3,"6,6,6",1,"0,2,2",4,1,47,none,0,0,0,3.207,1.0,tt,"[7.93, 6.7]"
13,2,6,4,SP3,1,0,0,0.0417632400004039,2,"6,6",2,"1,0",4,1,45,none,0,0,0,2.835,1.0,dd,"[18.037, 7.91]"
17,2,6,4,SP3,0,0,0,0.07869556352007719,2,"7,6",2,"0,0",8,2,39,geminal,0,0,0,4.619,1.0,,[]
19,1,6,3,SP2,1,0,0,-0.018715672686053657,2,"6,6",1,"0,1",3,1,34,none,0,0,0,6.17,1.0,dd,"[3.397, 1.105]"
20,1,6,3,SP2,1,0,0,-0.02347715057666028,2,"6,6",1,"1,1",2,1,33,none,0,0,0,6.19,1.0,dd,"[3.397, 1.753]"
21,1,6,3,SP2,1,0,0,0.09073276830827778,2,"6,8",1,"1,0",3,1,32,none,0,0,0,7.36,1.0,dd,"[1.753, 1.105]"
23,2,6,4,SP3,1,0,0,0.03483939989568461,2,"7,6",2,"0,1",4,1,46,none,0,0,0,3.45,1.0,dd,"[14.328, 6.65]"
0,3,6,4,SP3,0,0,0,0.00978604431105552,1,7,3,0,5,2,24,geminal,0,0,0,3.033,3.0,,[]
4,2,6,4,SP3,1,0,0,0.028982925153681696,2,"6,6",2,"0,2",4,1,26,none,0,0,0,2.4865000000000004,2.0,ddd,"[14.873, 7.325, 4.29]"
5,2,6,4,SP3,1,0,0,-0.019289678805505993,2,"6,6",2,"2,1",5,1,28,none,0,0,0,2.2785,2.0,dtd,"[13.248, 7.3825, 4.235]"
6,1,6,4,SP3,1,0,0,0.0629361259893909,3,"6,6,7",1,"2,0,0",8,1,27,none,0,0,0,5.114,1.0,dd,"[7.95, 6.82]"
8,1,6,3,SP2,1,0,0,0.17331037481750478,2,"6,7",1,"0,0",9,2,19,geminal,0,0,0,8.737,1.0,ddd,"[1.934, 1.512, 0.516]"
10,3,6,4,SP3,0,0,0,0.1379594265411476,1,7,3,0,3,2,25,geminal,0,0,0,4.277,3.0,,[]
11,1,6,3,SP2,1,0,0,0.16803021815406394,2,"7,6",1,"0,1",5,1,21,none,0,0,0,8.787,1.0,dt,"[8.389, 1.9075]"
12,1,6,3,SP2,1,0,0,0.0024042263274889155,2,"6,6",1,"1,1",5,1,18,none,0,0,0,7.849,1.0,ddd,"[8.389, 7.651, 0.516]"
13,1,6,3,SP2,1,0,0,-0.045064360345161994,2,"6,6",1,"1,0",5,1,17,none,0,0,0,8.585,1.0,ddd,"[7.651, 1.881, 1.512]"
0,3,6,4,SP3,0,0,0,0.07750678214165387,1,8,3,0,2,3,47,vicinal,0,0,0,3.7230000000000003,3.0,,[]
3,1,6,3,SP2,1,0,0,-0.019964326549005703,2,"6,6",1,"0,1",5,1,39,none,0,0,0,6.871,1.0,ddd,"[8.244, 2.781, 2.51]"
4,1,6,3,SP2,1,0,0,-0.05829767551893843,2,"6,6",1,"1,1",3,1,37,none,0,0,0,7.211,1.0,ddd,"[8.244, 8.074, 0.518]"
5,1,6,3,SP2,1,0,0,-0.058318565232807866,2,"6,6",1,"1,0",4,1,38,none,0,0,0,6.999,1.0,ddd,"[8.074, 2.51, 1.992]"
7,2,6,4,SP3,0,0,0,0.03399110250562508,2,"6,6",2,"0,0",3,2,48,geminal,0,0,0,3.876,2.0,,[]
13,2,6,4,SP3,1,0,0,0.020767417066172834,2,"7,6",2,"0,2",5,1,50,none,0,0,0,2.975,4.0,ddd,"[17.775, 6.595, 2.6550000000000002]"
14,2,6,4,SP3,1,0,0,-0.023722265839553745,2,"6,6",2,"2,1",5,1,52,none,0,0,0,1.804,4.0,dddd,"[14.181, 6.735, 6.595, 2.6550000000000002]"
15,1,6,4,SP3,1,0,0,0.04127621385892022,3,"6,6,6",1,"2,0,2",7,1,54,none,0,0,0,2.83,1.0,tt,"[10.22, 3.25]"
18,1,7,3,SP2,0,0,0,-0.3517835811648849,2,"6,6",1,"0,2",7,1,45,none,0,0,0,,,,[]
19,2,6,4,SP3,0,0,0,0.04283921886985838,2,"7,6",2,"1,0",5,1,49,none,0,0,0,4.578,2.0,,[]
21,1,6,3,SP2,1,0,0,-0.03881484099879543,2,"6,6",1,"0,1",5,1,41,none,0,0,0,7.15,2.0,ddd,"[5.175000000000001, 1.6, 0.536]"
22,1,6,3,SP2,1,0,0,0.027070807141644868,2,"6,7",1,"1,0",4,1,32,none,0,0,0,8.517,2.0,ddd,"[5.175000000000001, 1.871, 0.536]"
24,1,6,3,SP2,1,0,0,0.027070807141644868,2,"7,6",1,"0,1",4,1,35,none,0,0,0,8.517,2.0,ddd,"[5.175000000000001, 1.871, 0.536]"
25,1,6,3,SP2,1,0,0,-0.03881484099879543,2,"6,6",1,"1,0",5,1,36,none,0,0,0,7.15,2.0,ddd,"[5.175000000000001, 1.6, 0.536]"
26,2,6,4,SP3,1,0,0,-0.023722265839553745,2,"6,6",2,"1,2",5,1,52,none,0,0,0,1.804,4.0,dddd,"[14.181, 6.735, 6.595, 2.6550000000000002]"
27,2,6,4,SP3,1,0,0,0.020767417066172834,2,"6,7",2,"2,0",5,1,50,none,0,0,0,2.975,4.0,ddd,"[17.775, 6.595, 2.6550000000000002]"
29,1,6,3,SP2,1,0,0,-0.01631350524733483,2,"6,6",1,"0,0",8,2,40,geminal,0,0,0,6.858,1.0,ddd,"[2.781, 1.992, 0.518]"
0,3,6,4,SP3,0,0,0,0.07762523989329884,1,8,3,0,1,3,45,vicinal,0,0,0,3.7520000000000002,3.0,,[]
5,2,6,4,SP3,1,0,0,0.038071088024195315,2,"7,6",2,"0,1",4,1,51,none,0,0,0,3.853,1.0,dd,"[16.056, 6.82]"
6,1,6,4,SP3,1,0,0,0.06470890328436418,3,"6,6,6",1,"2,0,2",3,1,52,none,0,0,0,3.799,1.0,tt,"[6.835, 1.7]"
9,1,7,3,SP2,0,0,0,-0.3557817219116838,2,"6,6",1,"0,2",9,1,43,none,0,0,0,,,,[]
10,2,6,4,SP3,0,0,0,0.01766509245945986,2,"7,6",2,"1,2",3,1,48,none,0,0,0,3.19,1.0,t,[7.433]
11,2,6,4,SP3,0,0,0,-0.03163219821741435,2,"6,6",2,"2,2",3,1,49,none,0,0,0,1.807,1.0,quint,[7.4485]
12,2,6,4,SP3,0,0,0,-0.026212778536841917,2,"6,6",2,"2,0",7,1,47,none,0,0,0,2.619,1.0,t,[7.464]
14,1,6,3,SP2,1,0,0,-0.0590440379686561,2,"6,6",1,"0,1",7,1,38,none,0,0,0,7.160500000000001,2.0,dddd,"[7.816, 1.2865, 1.078, 0.506]"
15,1,6,3,SP2,1,0,0,-0.06199427941304772,2,"6,6",1,"1,1",4,1,32,none,0,0,0,7.263,2.0,tdd,"[7.7695, 1.788, 0.506]"
16,1,6,3,SP2,1,0,0,-0.06224873885641093,2,"6,6",1,"1,1",2,1,31,none,0,0,0,7.176,1.0,tt,"[7.723, 1.2865]"
17,1,6,3,SP2,1,0,0,-0.06199427941304772,2,"6,6",1,"1,1",4,1,33,none,0,0,0,7.263,2.0,tdd,"[7.7695, 1.788, 0.506]"
18,1,6,3,SP2,1,0,0,-0.0590440379686561,2,"6,6",1,"1,0",7,1,36,none,0,0,0,7.160500000000001,2.0,dddd,"[7.816, 1.2865, 1.078, 0.506]"
19,2,6,4,SP3,1,0,0,0.04041112163813213,2,"6,6",2,"1,0",3,1,50,none,0,0,0,2.861,1.0,dd,"[18.15, 6.85]"
22,1,6,3,SP2,1,0,0,-0.031558378003597336,2,"6,6",1,"0,0",7,2,37,geminal,0,0,0,7.219,1.0,dd,"[2.375, 0.527]"
24,3,6,4,SP3,0,0,0,-0.039692764612054836,1,6,3,0,3,2,46,geminal,0,0,0,2.253,3.0,,[]
25,1,6,3,SP2,1,0,0,-0.05548616721921439,2,"6,6",1,"0,1",4,1,35,none,0,0,0,6.559,1.0,dd,"[8.448, 2.375]"
26,1,6,3,SP2,1,0,0,-0.017528126386187087,2,"6,6",1,"1,0",7,1,34,none,0,0,0,6.725,1.0,dd,"[8.448, 0.527]"
0,3,6,4,SP3,0,0,0,0.03157633639813446,1,7,3,0,3,3,36,vicinal,0,0,0,3.269,3.0,,[]
3,2,7,3,SP2,0,0,0,-0.36853079096796365,1,6,2,0,4,2,34,geminal,0,0,0,,,,[]
4,1,7,3,SP2,0,0,0,-0.24757361573470546,2,"6,7",1,"0,0",6,2,35,geminal,0,0,0,,,,[]
6,1,6,3,SP2,0,0,0,0.05577886865546874,2,"7,6",1,"0,0",3,2,32,geminal,0,0,0,8.332,1.0,,[]
9,1,6,3,SP2,1,0,0,-0.053699385198655025,2,"6,6",1,"0,1",4,1,23,none,0,0,0,7.667,2.0,ddt,"[8.468, 1.3984999999999999, 0.47225]"
10,1,6,3,SP2,1,0,0,-0.06160683041067675,2,"6,6",1,"1,1",1,1,21,none,0,0,0,7.6305,2.0,ddd,"[8.468, 6.882, 2.0455]"
11,1,6,3,SP2,1,0,0,-0.06162862464838821,2,"6,6",1,"1,1",2,1,20,none,0,0,0,7.483499999999999,2.0,dddd,"[7.878, 6.882, 1.3984999999999999, 0.44]"
12,1,6,3,SP2,1,0,0,-0.054337835683106454,2,"6,6",1,"1,0",3,1,22,none,0,0,0,8.057500000000001,2.0,dddd,"[7.878, 2.746, 2.0455, 0.502]"
14,1,6,3,SP2,1,0,0,-0.046454702880399115,2,"6,6",1,"0,0",6,2,25,geminal,0,0,0,8.477,1.0,tquint,"[2.746, 0.44125]"
16,1,6,3,SP2,1,0,0,-0.054337835683106454,2,"6,6",1,"0,1",3,1,24,none,0,0,0,8.057500000000001,2.0,dddd,"[7.878, 2.746, 2.0455, 0.502]"
17,1,6,3,SP2,1,0,0,-0.06162862464838821,2,"6,6",1,"1,1",2,1,18,none,0,0,0,7.483499999999999,2.0,dddd,"[7.878, 6.882, 1.3984999999999999, 0.44]"
18,1,6,3,SP2,1,0,0,-0.06160683041067675,2,"6,6",1,"1,1",1,1,19,none,0,0,0,7.6305,2.0,ddd,"[8.468, 6.882, 2.0455]"
19,1,6,3,SP2,1,0,0,-0.053699385198655025,2,"6,6",1,"1,0",4,1,26,none,0,0,0,7.667,2.0,ddt,"[8.468, 1.3984999999999999, 0.47225]"
2,1,7,3,SP2,0,0,0,-0.33258001494116923,2,"6,6",1,"0,0",7,2,36,geminal,0,0,0,,,,[]
4,1,6,3,SP2,1,0,0,-0.027554300023370195,2,"6,6",1,"0,0",4,2,31,geminal,0,0,0,8.289,1.0,ddd,"[1.868, 1.578, 0.456]"
6,1,6,3,SP2,1,0,0,0.038108592485877384,2,"6,7",1,"0,0",3,2,24,geminal,0,0,0,9.296,1.0,ddd,"[1.991, 1.868, 0.544]"
8,1,6,3,SP2,1,0,0,0.11554141906221368,2,"7,7",1,"0,0",2,2,22,geminal,0,0,0,8.837,1.0,dd,"[1.991, 0.443]"
11,1,6,3,SP2,1,0,0,-0.03362222517967834,2,"6,6",1,"0,1",4,1,25,none,0,0,0,8.092,1.0,dq,"[8.422, 0.48100000000000004]"
