heavy_atom_idx,degree,hybridization,in_ring,is_aromatic,formal_charge,partial_charge,num_H_neighbors,num_heavy_neighbors,neighbor_atomic_nums,neighbor_C_count,neighbor_O_count,neighbor_N_count,neighbor_S_count,neighbor_Halogen_count,dist_to_O,dist_to_N,dist_to_aromatic,in_symmetric_env,ppm,nb_atoms,multiplicity,couplings
27,3,SP2,1,1,0,-0.054326065181418304,1,2,"6,6",2,0,0,0,0,5,5,1,40,127.1,2,s,[]
28,3,SP2,1,1,0,-0.061650068326442674,1,2,"6,6",2,0,0,0,0,6,6,1,38,128.35,2,s,[]
29,3,SP2,1,1,0,-0.06222538165897411,1,2,"6,6",2,0,0,0,0,7,7,1,37,128.4,1,s,[]
30,3,SP2,1,1,0,-0.061650068326442674,1,2,"6,6",2,0,0,0,0,6,6,1,38,128.35,2,s,[]
31,3,SP2,1,1,0,-0.054326065181418304,1,2,"6,6",2,0,0,0,0,5,5,1,40,127.1,2,s,[]
0,4,SP3,0,0,0,-0.06370466544276061,3,1,6,1,0,0,0,0,5,3,12,36,11.26,1,s,[]
1,4,SP3,0,0,0,-0.03855423794678739,2,2,"6,6",2,0,0,0,0,4,2,11,38,22.68,1,s,[]
2,4,SP3,0,0,0,0.01720272124824072,2,2,"6,7",1,0,1,0,0,3,1,10,37,45.6,1,s,[]
4,3,SP2,0,0,0,0.25755938306168474,0,3,"7,8,6",1,1,1,0,0,1,1,8,25,169.1,1,s,[]
6,4,SP3,0,0,0,0.16957810037318088,2,2,"6,8",1,1,0,0,0,1,2,7,34,65.2,1,s,[]
8,3,SP2,0,0,0,0.31127539934203985,0,3,"8,8,6",1,2,0,0,0,1,3,5,27,171.5,1,s,[]
10,4,SP3,1,0,0,0.08319769541711715,1,3,"6,6,6",3,0,0,0,0,2,2,4,41,44.4,1,s,[]
11,4,SP3,1,0,0,0.04176324000039425,2,2,"6,6",2,0,0,0,0,2,2,4,39,40.9,1,s,[]
12,3,SP2,1,0,0,0.2234405370224589,0,3,"6,8,7",1,1,1,0,0,1,1,3,26,171.8,1,s,[]
15,4,SP3,0,0,0,0.07869556352007719,2,2,"7,6",1,0,1,0,0,2,1,1,35,33.5,1,s,[]
16,3,SP2,1,1,0,0.12263835120312934,0,3,"6,6,8",2,1,0,0,0,1,2,1,29,153.97,1,s,[]
17,3,SP2,1,1,0,-0.018715672686053657,1,2,"6,6",2,0,0,0,0,2,3,1,31,107.3,1,s,[]
18,3,SP2,1,1,0,-0.02347715057666028,1,2,"6,6",2,0,0,0,0,2,4,1,30,110.3,1,s,[]
19,3,SP2,1,1,0,0.09073276830827778,1,2,"6,8",1,1,0,0,0,1,4,1,28,142.0,1,s,[]
21,4,SP3,1,0,0,0.03483939989567495,2,2,"7,6",1,0,1,0,0,3,1,3,40,56.45,1,s,[]
0,4,SP3,0,0,0,-0.030522482709124072,3,1,6,1,0,0,0,0,2,7,4,53,14.26,2,s,[]
1,4,SP3,0,0,0,0.08882030178814143,2,2,"6,8",1,1,0,0,0,1,6,3,57,61.1,2,s,[]
3,3,SP2,0,0,0,0.3377122074372701,0,3,"8,8,6",1,2,0,0,0,1,4,1,38,164.9,2,s,[]
5,3,SP2,1,1,0,0.06252600042160797,0,3,"6,6,6",3,0,0,0,0,2,3,1,44,125.3,2,s,[]
6,3,SP2,1,1,0,-0.03295687568308298,1,2,"6,6",2,0,0,0,0,3,4,1,41,129.6,1,s,[]
7,3,SP2,1,1,0,0.06252600042160797,0,3,"6,6,6",3,0,0,0,0,2,3,1,44,125.3,2,s,[]
8,3,SP2,0,0,0,0.3377122074372701,0,3,"6,8,8",1,2,0,0,0,1,4,1,38,164.9,2,s,[]
11,4,SP3,0,0,0,0.08882030178814143,2,2,"8,6",1,1,0,0,0,1,6,3,57,61.1,2,s,[]
12,4,SP3,0,0,0,-0.030522482709124072,3,1,6,1,0,0,0,0,2,7,4,53,14.26,2,s,[]
13,3,SP2,1,1,0,-0.023915792087005068,1,2,"6,6",2,0,0,0,0,3,2,1,42,120.5,2,s,[]
14,3,SP2,1,1,0,0.042433818557929444,0,3,"6,7,6",2,0,1,0,0,3,1,1,46,138.81,1,s,[]
16,3,SP2,0,0,0,0.23783026393531387,0,3,"7,8,6",1,1,1,0,0,1,1,2,40,169.1,1,s,[]
18,4,SP3,0,0,0,0.07561890643071557,2,2,"6,7",1,0,1,0,0,2,1,3,52,43.35,1,s,[]
20,4,SP3,0,0,0,0.0019687593783467884,2,2,"7,6",1,0,1,0,0,4,1,5,60,43.35,1,s,[]
21,4,SP3,0,0,0,-0.01016340004493544,0,4,"6,6,6,6",4,0,0,0,0,5,2,6,61,34.7,1,s,[]
22,4,SP3,0,0,0,-0.057462000650419814,3,1,6,1,0,0,0,0,6,3,7,55,25.6,2,s,[]
23,4,SP3,0,0,0,-0.057462000650419814,3,1,6,1,0,0,0,0,6,3,7,55,25.6,2,s,[]
24,4,SP3,0,0,0,0.003873167069992179,2,2,"6,7",1,0,1,0,0,6,1,7,59,70.215,1,s,[]
26,4,SP3,0,0,0,-0.013671775081113672,3,1,7,0,0,1,0,0,8,1,9,50,48.455,2,s,[]
27,4,SP3,0,0,0,-0.013671775081113672,3,1,7,0,0,1,0,0,8,1,9,50,48.455,2,s,[]
28,3,SP2,1,1,0,-0.023915792087005068,1,2,"6,6",2,0,0,0,0,3,2,1,42,120.5,2,s,[]
1,3,SP2,0,0,0,0.33896908736073095,0,3,"8,8,6",1,2,0,0,0,1,-1,1,9,173.6,1,s,[]
3,3,SP2,1,1,0,0.10112839693627633,0,3,"6,6,6",3,0,0,0,0,2,-1,1,15,114.4,1,s,[]
4,3,SP2,1,1,0,-0.04390447977759086,1,2,"6,6",2,0,0,0,0,3,-1,1,13,131.7,1,s,[]
5,3,SP2,1,1,0,-0.061135665577728066,1,2,"6,6",2,0,0,0,0,4,-1,1,11,120.3,1,s,[]
6,3,SP2,1,1,0,-0.058540393033453014,1,2,"6,6",2,0,0,0,0,3,-1,1,10,135.6,1,s,[]
7,3,SP2,1,1,0,-0.019318300389080136,1,2,"6,6",2,0,0,0,0,2,-1,1,12,118.4,1,s,[]
8,3,SP2,1,1,0,0.12961235568035112,0,3,"6,8,6",2,1,0,0,0,1,-1,1,14,162.9,1,s,[]
0,3,SP2,0,0,0,-0.07325854475980406,2,1,6,1,0,0,0,0,5,2,2,24,113.15,1,s,[]
1,3,SP2,0,0,0,0.054212713830734637,0,3,"6,7,6",2,0,1,0,0,4,1,1,25,160.8,1,s,[]
4,3,SP2,0,0,0,0.29168540927177783,0,3,"7,8,6",1,1,1,0,0,1,1,1,23,160.8,1,s,[]
6,3,SP2,1,1,0,0.17778434429847126,0,3,"6,6,7",2,0,1,0,0,2,1,1,28,123.8,1,s,[]
7,3,SP2,1,1,0,0.10545373031508284,0,3,"6,6,7",2,0,1,0,0,2,1,1,34,131.745,1,s,[]
8,4,SP3,0,0,0,0.09107359433688027,2,2,"6,8",1,1,0,0,0,1,2,1,40,60.59,1,s,[]
10,4,SP3,0,0,0,0.03599633587253802,3,1,8,0,1,0,0,0,1,4,3,39,58.31,1,s,[]
12,3,SP2,1,1,0,0.24324109757072843,0,3,"7,7,6",1,0,2,0,0,2,1,1,30,144.0,1,s,[]
16,3,SP2,1,1,0,0.21464510790357302,0,3,"7,7,6",1,0,2,0,0,2,1,1,29,153.7,1,s,[]
20,3,SP2,1,1,0,0.0018234620657593761,0,3,"6,6,6",3,0,0,0,0,5,2,1,33,131.6,1,s,[]
21,3,SP2,1,1,0,-0.03442382413552197,1,2,"6,6",2,0,0,0,0,6,2,1,31,122.435,2,s,[]
22,3,SP2,1,1,0,0.027403344025996132,1,2,"6,7",1,0,1,0,0,7,1,1,26,150.2,2,s,[]
24,3,SP2,1,1,0,0.027403344025996132,1,2,"7,6",1,0,1,0,0,7,1,1,26,150.2,2,s,[]
25,3,SP2,1,1,0,-0.03442382413552197,1,2,"6,6",2,0,0,0,0,6,2,1,31,122.435,2,s,[]
0,4,SP3,0,0,0,-0.030522670674103837,3,1,6,1,0,0,0,0,2,6,-1,24,14.1,1,s,[]
1,4,SP3,0,0,0,0.08881082478367289,2,2,"6,8",1,1,0,0,0,1,5,-1,26,60.0,1,s,[]
3,3,SP2,0,0,0,0.33736014183819385,0,3,"8,8,6",1,2,0,0,0,1,3,-1,17,166.7,1,s,[]
5,3,SP2,1,0,0,0.07804878222592611,0,3,"6,6,6",3,0,0,0,0,2,2,-1,20,99.5,1,s,[]
6,3,SP2,1,0,0,0.02658398178955529,0,3,"6,6,7",2,0,1,0,0,3,1,-1,19,145.85,1,s,[]
7,4,SP3,0,0,0,-0.023743060563488034,3,1,6,1,0,0,0,0,4,2,-1,23,18.6,1,s,[]
9,3,SP2,1,0,0,0.17051229500329187,0,3,"7,16,7",0,0,2,1,0,5,1,-1,18,175.3,1,s,[]
12,4,SP3,1,0,0,0.05961060152346313,1,3,"7,6,6",2,0,1,0,0,3,1,-1,27,51.7,1,s,[]
13,4,SP3,0,0,0,-0.04016230221235813,3,1,6,1,0,0,0,0,4,2,-1,25,18.4,1,s,[]
1,4,SP3,0,0,0,0.1031375712327181,1,3,"7,6,6",2,0,1,0,0,2,1,-1,19,55.8,1,s,[]
2,4,SP3,0,0,0,-0.02659270008329688,2,2,"6,6",2,0,0,0,0,3,2,-1,21,31.5,1,s,[]
3,4,SP3,0,0,0,-0.040735239965378145,2,2,"6,6",2,0,0,0,0,3,3,-1,20,22.6,1,s,[]
4,4,SP3,0,0,0,0.0453974119372221,2,2,"6,6",2,0,0,0,0,2,4,-1,18,38.0,1,s,[]
5,3,SP2,0,0,0,0.30284084175285086,0,3,"6,8,8",1,2,0,0,0,1,5,-1,15,180.9,1,s,[]
8,3,SP2,0,0,0,0.31996753176433507,0,3,"6,8,8",1,2,0,0,0,1,2,-1,16,175.47,1,s,[]
0,4,SP3,0,0,0,0.002647225361285208,3,1,6,1,0,0,0,0,2,4,-1,26,27.3,1,s,[]
1,3,SP2,0,0,0,0.201221544566832,0,3,"6,8,6",2,1,0,0,0,1,3,-1,19,196.4,1,s,[]
3,3,SP2,0,0,0,0.2456943241743797,0,3,"6,8,6",2,1,0,0,0,1,2,-1,18,186.5,1,s,[]
5,3,SP2,1,0,0,0.1326448687081286,0,3,"6,7,6",2,0,1,0,0,2,1,-1,22,150.9,1,s,[]
7,4,SP3,1,0,0,0.16715072381908636,1,3,"7,6,6",2,0,1,0,0,2,1,-1,28,57.1,1,s,[]
8,3,SP2,1,0,0,0.2547054620311922,0,3,"6,8,7",1,1,1,0,0,1,1,-1,20,163.8,1,s,[]
11,3,SP2,1,0,0,0.1966735001652194,0,3,"7,7,7",0,0,3,0,0,3,1,-1,21,156.6,1,s,[]
14,4,SP3,1,0,0,0.16300145938540522,1,3,"7,7,6",1,0,2,0,0,2,1,-1,29,77.1,1,s,[]
17,4,SP3,1,0,0,0.1781246459770976,1,3,"7,8,6",1,1,1,0,0,1,1,-1,27,75.6,1,s,[]
0,4,SP3,0,0,0,-0.06538237416797803,3,1,6,1,0,0,0,0,-1,6,11,48,14.05,1,s,[]
1,4,SP3,0,0,0,-0.05617053047122037,2,2,"6,6",2,0,0,0,0,-1,5,10,50,22.65,1,s,[]
2,4,SP3,0,0,0,-0.053501938382880296,2,2,"6,6",2,0,0,0,0,-1,4,9,52,31.69,1,s,[]
3,4,SP3,0,0,0,-0.051552285118404526,2,2,"6,6",2,0,0,0,0,-1,3,8,53,27.2,1,s,[]
4,4,SP3,0,0,0,-0.0333707678782478,2,2,"6,6",2,0,0,0,0,-1,2,7,51,30.9,1,s,[]
5,4,SP3,0,0,0,0.04279360267622163,2,2,"6,7",1,0,1,0,0,-1,1,6,49,43.3,1,s,[]
7,3,SP2,0,0,0,0.2089546483636069,0,3,"7,7,7",0,0,3,0,0,-1,1,4,30,159.3,1,s,[]
11,3,SP2,0,0,0,0.06491880186667946,0,3,"7,6,6",2,0,1,0,0,-1,1,1,31,145.05,1,s,[]
12,4,SP3,0,0,0,-0.019821270078861024,3,1,6,1,0,0,0,0,-1,2,2,46,12.899999999999999,1,s,[]
13,3,SP2,1,1,0,-0.0022531331861599677,0,3,"6,6,6",3,0,0,0,0,-1,2,1,39,131.6,1,s,[]
14,3,SP2,1,1,0,-0.04891914789089236,1,2,"6,6",2,0,0,0,0,-1,3,1,38,125.55000000000001,1,s,[]
15,3,SP2,1,1,0,-0.035077513479687725,0,3,"6,6,6",3,0,0,0,0,-1,4,1,43,143.35,1,s,[]
16,3,SP2,1,1,0,-0.014520462695268186,0,3,"6,6,6",3,0,0,0,0,-1,5,1,41,146.14999999999998,1,s,[]
17,3,SP2,1,1,0,-0.053420287705800186,1,2,"6,6",2,0,0,0,0,-1,4,1,36,119.85,1,s,[]
18,3,SP2,1,1,0,-0.052461323338369,1,2,"6,6",2,0,0,0,0,-1,3,1,34,126.9,1,s,[]
19,3,SP2,1,1,0,-0.014564580598432134,0,3,"6,6,6",3,0,0,0,0,-1,6,1,40,140.8,1,s,[]
20,3,SP2,1,1,0,-0.05408324989133302,1,2,"6,6",2,0,0,0,0,-1,7,1,35,119.65,1,s,[]
21,3,SP2,1,1,0,-0.06163040731920694,1,2,"6,6",2,0,0,0,0,-1,8,1,32,126.8,1,s,[]
22,3,SP2,1,1,0,-0.06193924488884194,1,2,"6,6",2,0,0,0,0,-1,8,1,33,126.55,1,s,[]
23,3,SP2,1,1,0,-0.05808650204838485,1,2,"6,6",2,0,0,0,0,-1,7,1,37,125.0,1,s,[]
24,3,SP2,1,1,0,-0.03573926954138934,0,3,"6,6,6",3,0,0,0,0,-1,6,1,42,142.8,1,s,[]
25,4,SP3,1,0,0,-0.0013227061351863952,2,2,"6,6",2,0,0,0,0,-1,5,1,47,36.7,1,s,[]
1,4,SP3,0,0,0,0.12646568376767636,1,3,"7,6,6",2,0,1,0,0,2,1,-1,13,56.8237,1,s,[]
2,4,SP3,0,0,0,0.0690228079113918,2,2,"6,8",1,1,0,0,0,1,2,-1,12,60.6668,1,s,[]
4,3,SP2,0,0,0,0.3223711468486876,0,3,"6,8,8",1,2,0,0,0,1,2,-1,10,172.9425,1,s,[]
1,4,SP3,0,0,0,-0.0036674434170340855,2,2,"7,6",1,0,1,0,0,5,1,2,21,43.1,1,s,[]
2,4,SP3,0,0,0,-0.015371573105470084,2,2,"6,6",2,0,0,0,0,4,2,1,20,38.7,1,s,[]
3,3,SP2,1,1,0,-0.04281610657653449,0,3,"6,6,6",3,0,0,0,0,3,3,1,18,134.46,1,s,[]
4,3,SP2,1,1,0,-0.013077048465632818,1,2,"6,6",2,0,0,0,0,2,4,1,15,116.2,1,s,[]
5,3,SP2,1,1,0,0.15716301740946287,0,3,"6,8,6",2,1,0,0,0,1,5,1,17,145.35,1,s,[]
7,3,SP2,1,1,0,0.15690408873913417,0,3,"6,8,6",2,1,0,0,0,1,6,1,16,144.0,1,s,[]
9,3,SP2,1,1,0,-0.016065636955499618,1,2,"6,6",2,0,0,0,0,2,5,1,13,116.05,1,s,[]
10,3,SP2,1,1,0,-0.05504220205006811,1,2,"6,6",2,0,0,0,0,3,4,1,14,120.9,1,s,[]
1,3,SP2,0,0,0,0.30317776269582564,0,3,"8,8,6",1,2,0,0,0,1,-1,3,12,179.05,1,s,[]
3,4,SP3,0,0,0,0.049358784510333216,2,2,"6,6",2,0,0,0,0,2,-1,2,19,35.7,1,s,[]
4,4,SP3,0,0,0,-0.017381828170552286,2,2,"6,6",2,0,0,0,0,3,-1,1,20,30.59,1,s,[]
5,3,SP2,1,1,0,-0.047441973569702055,0,3,"6,6,6",3,0,0,0,0,4,-1,1,18,140.19,1,s,[]
6,3,SP2,1,1,0,-0.05902933826588332,1,2,"6,6",2,0,0,0,0,5,-1,1,16,128.31,2,s,[]
7,3,SP2,1,1,0,-0.06199406565709037,1,2,"6,6",2,0,0,0,0,6,-1,1,14,128.5,2,s,[]
8,3,SP2,1,1,0,-0.0622487357437234,1,2,"6,6",2,0,0,0,0,7,-1,1,13,127.2,1,s,[]
9,3,SP2,1,1,0,-0.06199406565709037,1,2,"6,6",2,0,0,0,0,6,-1,1,14,128.5,2,s,[]
10,3,SP2,1,1,0,-0.05902933826588332,1,2,"6,6",2,0,0,0,0,5,-1,1,16,128.31,2,s,[]
0,4,SP3,0,0,0,-0.03977418817402737,3,1,6,1,0,0,0,0,14,7,1,45,21.4,1,s,[]
1,3,SP2,1,1,0,-0.05111302523955028,0,3,"6,6,6",3,0,0,0,0,13,6,1,41,136.14999999999998,1,s,[]
2,3,SP2,1,1,0,-0.059038457102031504,1,2,"6,6",2,0,0,0,0,12,5,1,37,129.11,2,s,[]
3,3,SP2,1,1,0,-0.05832445234256729,1,2,"6,6",2,0,0,0,0,11,4,1,39,129.4,2,s,[]
4,3,SP2,1,1,0,-0.04036583773569507,0,3,"6,6,6",3,0,0,0,0,10,3,1,42,137.76,1,s,[]
5,4,SP3,0,0,0,0.03385451929284015,2,2,"6,6",2,0,0,0,0,9,2,1,46,31.4,1,s,[]
6,3,SP2,1,1,0,0.14855007212126367,0,3,"6,7,7",1,0,2,0,0,8,1,1,35,153.1,1,s,[]
9,3,SP2,1,1,0,0.2047743623361748,0,3,"16,7,7",0,0,2,1,0,6,1,1,36,138.15,1,s,[]
11,4,SP3,1,0,0,0.021770304411378755,2,2,"7,6",1,0,1,0,0,5,1,2,54,51.400000000000006,1,s,[]
12,4,SP3,1,0,0,-0.01763443131257827,2,2,"6,6",2,0,0,0,0,4,2,3,55,26.6,1,s,[]
13,4,SP3,1,0,0,0.022207007525725804,2,2,"6,7",1,0,1,0,0,3,1,4,53,51.8,1,s,[]
15,3,SP2,0,0,0,0.22265537081310555,0,3,"7,8,6",1,1,1,0,0,1,1,5,34,168.1,1,s,[]
17,4,SP3,0,0,0,0.03154828577480818,2,2,"6,6",2,0,0,0,0,2,2,6,50,45.3,1,s,[]
18,4,SP3,0,0,0,-0.029483765272527798,0,4,"6,6,6,6",4,0,0,0,0,3,3,7,56,31.799999999999997,1,s,[]
19,4,SP3,0,0,0,-0.05967704720891694,3,1,6,1,0,0,0,0,4,4,8,47,31.43,3,s,[]
20,4,SP3,0,0,0,-0.05967704720891694,3,1,6,1,0,0,0,0,4,4,8,47,31.43,3,s,[]
21,4,SP3,0,0,0,-0.05967704720891694,3,1,6,1,0,0,0,0,4,4,8,47,31.43,3,s,[]
22,4,SP3,1,0,0,0.03813661487157115,2,2,"7,6",1,0,1,0,0,3,1,3,51,51.400000000000006,1,s,[]
23,4,SP3,1,0,0,0.03771720632357586,2,2,"6,7",1,0,1,0,0,4,1,2,52,51.400000000000006,1,s,[]
25,3,SP2,1,1,0,-0.05832445234256729,1,2,"6,6",2,0,0,0,0,11,4,1,39,129.4,2,s,[]
26,3,SP2,1,1,0,-0.059038457102031504,1,2,"6,6",2,0,0,0,0,12,5,1,37,129.11,2,s,[]
0,4,SP3,0,0,0,-0.002924640108502266,3,1,6,1,0,0,0,0,2,-1,-1,11,20.6,1,s,[]
1,3,SP2,0,0,0,0.15741111984993672,0,3,"6,8,6",2,1,0,0,0,1,-1,-1,10,211.6,1,s,[]
3,4,SP3,0,0,0,0.10911711968037875,1,3,"6,6,8",2,1,0,0,0,1,-1,-1,13,73.4,1,s,[]
4,4,SP3,0,0,0,-0.03175942995701368,3,1,6,1,0,0,0,0,2,-1,-1,12,25.0,1,s,[]
1,3,SP2,0,0,0,0.22574264070773384,0,3,"8,6,7",1,1,1,0,0,1,1,3,36,173.5,1,s,[]
2,4,SP3,1,0,0,0.042485996538392246,1,3,"6,6,6",3,0,0,0,0,2,2,2,59,43.42,1,s,[]
3,4,SP3,1,0,0,-0.03720590119181953,2,2,"6,6",2,0,0,0,0,3,3,2,52,25.35,1,s,[]
4,4,SP3,1,0,0,-0.02684162357822954,2,2,"6,6",2,0,0,0,0,4,4,1,47,28.5,1,s,[]
5,3,SP2,1,1,0,-0.04475891774476889,0,3,"6,6,6",3,0,0,0,0,5,5,1,43,135.8,1,s,[]
6,3,SP2,1,1,0,-0.05876927307360279,1,2,"6,6",2,0,0,0,0,6,6,1,41,128.9,1,s,[]
7,3,SP2,1,1,0,-0.06197439366406209,1,2,"6,6",2,0,0,0,0,7,7,1,39,126.25,1,s,[]
8,3,SP2,1,1,0,-0.06197401036319276,1,2,"6,6",2,0,0,0,0,6,6,1,40,126.1,1,s,[]
9,3,SP2,1,1,0,-0.0587447183023184,1,2,"6,6",2,0,0,0,0,5,5,1,42,129.1,1,s,[]
10,3,SP2,1,1,0,-0.044019067030265445,0,3,"6,6,6",3,0,0,0,0,4,4,1,44,134.7,1,s,[]
11,4,SP3,1,0,0,-0.01592701296361209,2,2,"6,6",2,0,0,0,0,3,3,1,51,31.4,1,s,[]
13,4,SP3,0,0,0,0.06973212975153704,2,2,"7,6",1,0,1,0,0,3,1,5,48,52.84,1,s,[]
14,4,SP3,0,0,0,0.09495850065078063,2,2,"6,7",1,0,1,0,0,4,1,6,56,55.59,1,s,[]
16,4,SP3,1,0,0,0.07731642599065094,2,2,"7,6",1,0,1,0,0,6,1,8,57,54.17,2,s,[]
17,4,SP3,1,0,0,0.0018160867427124657,2,2,"6,6",2,0,0,0,0,7,2,9,49,23.24,2,s,[]
18,4,SP3,1,0,0,0.0018160867427124657,2,2,"6,6",2,0,0,0,0,7,2,9,49,23.24,2,s,[]
19,4,SP3,1,0,0,0.07731642599065094,2,2,"6,7",1,0,1,0,0,6,1,8,57,54.17,2,s,[]
20,4,SP3,0,0,0,0.02385659126794242,2,2,"7,6",1,0,1,0,0,3,1,5,54,52.7,1,s,[]
21,4,SP3,1,0,0,-0.019896128811142715,1,3,"6,6,6",3,0,0,0,0,4,2,6,60,36.61,1,s,[]
22,4,SP3,1,0,0,-0.030521489134012477,2,2,"6,6",2,0,0,0,0,5,3,7,53,31.799999999999997,1,s,[]
23,3,SP2,1,0,0,-0.08819610830471476,1,2,"6,6",2,0,0,0,0,6,4,8,38,126.7,1,s,[]
24,3,SP2,1,0,0,-0.08851609800942592,1,2,"6,6",2,0,0,0,0,7,5,9,37,127.2,1,s,[]
25,4,SP3,1,0,0,-0.03473261541166579,2,2,"6,6",2,0,0,0,0,6,4,8,46,25.3,1,s,[]
26,4,SP3,1,0,0,-0.044981058522793875,2,2,"6,6",2,0,0,0,0,5,3,7,55,32.18,1,s,[]
0,4,SP3,0,0,0,0.03592063905613407,3,1,8,0,1,0,0,0,1,9,3,37,58.31,1,s,[]
2,4,SP3,0,0,0,0.0759350372984667,2,2,"8,6",1,1,0,0,0,1,7,1,39,60.59,1,s,[]
3,3,SP2,1,1,0,0.03896333613598389,0,3,"6,6,6",3,0,0,0,0,2,6,1,33,112.6,1,s,[]
4,3,SP2,1,1,0,0.21793527517723285,0,3,"6,6,8",2,1,0,0,0,1,5,1,28,141.7,1,s,[]
5,3,SP2,0,0,0,0.3746709230324801,0,3,"6,8,8",1,2,0,0,0,1,4,1,26,159.60000000000002,1,s,[]
8,4,SP3,0,0,0,0.17005917307935817,2,2,"8,6",1,1,0,0,0,1,2,3,38,65.2,1,s,[]
9,3,SP2,0,0,0,0.2577896408906982,0,3,"6,8,7",1,1,1,0,0,1,1,4,27,169.1,1,s,[]
12,4,SP3,1,0,0,0.028890739361305467,1,3,"7,6,6",2,0,1,0,0,3,1,6,44,49.8,1,s,[]
13,4,SP3,1,0,0,-0.032781012249365506,2,2,"6,6",2,0,0,0,0,4,2,7,42,32.6,2,s,[]
14,4,SP3,1,0,0,-0.051279367515881386,2,2,"6,6",2,0,0,0,0,5,3,8,40,23.1,2,s,[]
15,4,SP3,1,0,0,-0.051279367515881386,2,2,"6,6",2,0,0,0,0,5,3,8,40,23.1,2,s,[]
16,4,SP3,1,0,0,-0.032781012249365506,2,2,"6,6",2,0,0,0,0,4,2,7,42,32.6,2,s,[]
18,3,SP2,1,1,0,0.13507465215829592,0,3,"8,6,6",2,1,0,0,0,1,7,1,34,154.4,1,s,[]
19,3,SP2,1,1,0,-0.018657663095275414,1,2,"6,6",2,0,0,0,0,2,8,1,31,112.3,1,s,[]
20,3,SP2,1,1,0,-0.05851758656403925,1,2,"6,6",2,0,0,0,0,3,9,1,29,126.8,1,s,[]
21,3,SP2,1,1,0,-0.06138700026221754,1,2,"6,6",2,0,0,0,0,4,9,1,30,123.6,1,s,[]
22,3,SP2,1,1,0,-0.050726498059098235,1,2,"6,6",2,0,0,0,0,3,8,1,32,121.6,1,s,[]
23,3,SP2,1,1,0,0.026715273731706644,0,3,"6,6,6",3,0,0,0,0,2,7,1,35,128.0,1,s,[]
0,4,SP3,0,0,0,-0.013348450454538927,3,1,7,0,0,1,0,0,5,1,-1,27,46.27,1,s,[]
2,4,SP3,1,0,0,0.0032258407604670654,2,2,"7,6",1,0,1,0,0,4,1,-1,29,51.54,1,s,[]
3,4,SP3,1,0,0,0.0022177876843765204,2,2,"6,6",2,0,0,0,0,3,2,-1,28,34.4,1,s,[]
4,3,SP2,1,0,0,0.06553956878157213,0,3,"6,7,6",2,0,1,0,0,2,1,-1,25,158.85,1,s,[]
7,4,SP3,1,0,0,0.042200900634356955,1,3,"6,6,6",3,0,0,0,0,2,2,-1,36,49.8,1,s,[]
8,4,SP3,1,0,0,0.07409990959992716,0,4,"6,8,6,6",3,1,0,0,0,1,3,-1,37,71.65,1,s,[]
10,4,SP3,1,0,0,-0.023442150573761627,2,2,"6,6",2,0,0,0,0,2,4,-1,34,34.4,1,s,[]
11,4,SP3,1,0,0,-0.05054401747099797,2,2,"6,6",2,0,0,0,0,3,5,-1,32,22.4,1,s,[]
12,4,SP3,1,0,0,-0.05309381097549531,2,2,"6,6",2,0,0,0,0,4,6,-1,31,25.6,1,s,[]
13,4,SP3,1,0,0,-0.05054401747099797,2,2,"6,6",2,0,0,0,0,3,5,-1,32,22.4,1,s,[]
14,4,SP3,1,0,0,-0.023442150573761627,2,2,"6,6",2,0,0,0,0,2,4,-1,34,34.4,1,s,[]
15,4,SP3,1,0,0,0.00882973963226443,2,2,"6,7",1,0,1,0,0,3,1,-1,30,53.2,1,s,[]
1,3,SP2,1,1,0,0.30031603003023927,0,3,"8,7,6",1,1,1,0,0,1,1,1,20,156.5,1,s,[]
3,3,SP2,1,1,0,0.09782593414538492,1,2,"7,7",0,0,2,0,0,3,1,1,18,145.39,1,s,[]
5,3,SP2,1,1,0,0.14622672490660965,0,3,"7,6,7",1,0,2,0,0,3,1,1,22,148.95,1,s,[]
6,3,SP2,1,1,0,0.17275361402331083,0,3,"6,7,6",2,0,1,0,0,2,1,1,21,117.41,1,s,[]
8,3,SP2,1,1,0,0.09936028004722725,1,2,"7,7",0,0,2,0,0,3,1,1,19,137.92000000000002,1,s,[]
10,4,SP3,1,0,0,0.13935035706940316,1,3,"7,6,8",1,1,1,0,0,1,1,1,26,84.8,1,s,[]
11,4,SP3,1,0,0,0.02150763563183002,2,2,"6,6",2,0,0,0,0,2,2,2,27,39.57,1,s,[]
12,4,SP3,1,0,0,0.08681810751189227,1,3,"6,8,6",2,1,0,0,0,1,3,3,29,70.91499999999999,1,s,[]
14,4,SP3,1,0,0,0.1091317267755951,1,3,"6,6,8",2,1,0,0,0,1,3,3,28,87.14,1,s,[]
15,4,SP3,0,0,0,0.07200465663463027,2,2,"6,8",1,1,0,0,0,1,4,4,25,62.4,1,s,[]
1,2,SP,0,0,0,0.07342781459455884,0,2,"7,6",1,0,1,0,0,7,1,3,23,115.4,1,s,[]
2,4,SP3,0,0,0,0.0855550599117108,2,2,"6,16",1,0,0,1,0,6,2,2,47,16.4,1,s,[]
4,3,SP2,1,1,0,0.03185611069974616,0,3,"16,6,6",2,0,0,1,0,4,2,1,41,135.20499999999998,1,s,[]
